"iso3","country","year","agricultural_land_pct","forest_area_pct","population","urban_population_pct","fertilizer_kg_ha","livestock_index","cereal_yield","ghg_emissions"
"VNM","Vietnam",2005,32.1384618827057,40.2320697359967,81088313,27.4285898187702,339.648788927336,60.84,4726.2,225.2049
"VNM","Vietnam",2006,32.2191850892757,40.7502549593184,82167897,28.0458290558422,342.97243226213,66.43,4749.8,231.4367
"VNM","Vietnam",2007,32.1943447296182,41.2943261730623,83633375,28.6456370509099,403.517814124509,69.09,4846.2,245.1668
"VNM","Vietnam",2008,32.7399677741119,41.7762218982583,85175788,29.2198330128693,303.463589335456,75.96,4897.6,256.1988
"VNM","Vietnam",2009,32.9068109297165,42.2930662932198,86460018,29.7581347355675,443.776507936508,82.16,5080.3,275.6843
"VNM","Vietnam",2010,34.3450560815081,42.7332154461943,87455152,30.2504027258526,365.253518501258,83.51,5177.5,292.7404
"VNM","Vietnam",2011,34.3732843043373,43.1647323195567,88468314,30.6996041680996,353.756679507891,87.16,5381.2,295.6414
"VNM","Vietnam",2012,34.4331120376958,43.5708247064191,89510356,31.1222779403029,371.137581428772,89.6,5462,295.4604
"VNM","Vietnam",2013,34.6726704451298,44.0639521125592,90573104,31.5334201724543,483.857974715078,91.87,5425.5,304.038
"VNM","Vietnam",2014,34.6991265943562,44.4428488915694,91679578,31.9480269945454,436.848584132928,94.56,5577.8,320.0895
"VNM","Vietnam",2015,38.7634300520449,44.8711640388917,92823254,32.3810945365679,432.273519163763,99.54,5601.2,343.6263
"VNM","Vietnam",2016,38.8407942894887,45.8783548775157,94000117,32.8476189285136,424.697484995713,105.9,5441,364.3785
"VNM","Vietnam",2017,38.8279627189274,45.9963369846492,95176977,33.3625963003742,457.98634861125,107.45,5434.4,370.3905
"VNM","Vietnam",2018,38.7344502263671,46.2346815387217,96237319,33.9410227821412,417.43602652436,112.2,5685.4,427.7399
"VNM","Vietnam",2019,39.5241027473527,46.4768416451573,97173776,34.6239134999511,432.696344339623,106.83,5715.8,484.71
"VNM","Vietnam",2020,39.4347683207361,46.7190017515929,98079191,35.5706676299742,456.874465890673,114.57,5797.3,492.9551
"VNM","Vietnam",2021,39.4347683207361,46.9611618580284,98935098,36.6540656426603,460.037860944934,131.19,5947.1,486.7794
"VNM","Vietnam",2022,39.2911951351024,47.203321964464,99680655,37.5478515625,418.424700133274,135.42,5903.9,494.4744
